issue_id,issue_type,story_points,assignee_id
BP-1879,Story,1,U010
BP-1880,Bug,0,U018
BP-1881,Bug,0,U028
BP-1882,Bug,0,U025
BP-1883,Story,5,U026
BP-1884,Story,2,U006
BP-1885,Tech Debt,5,U017
BP-1886,Story,5,U022
BP-1887,Story,5,U003
BP-1888,Story,1,U006
BP-1889,Tech Debt,3,U022
BP-1890,Tech Debt,8,U014
BP-1891,Tech Debt,5,U003
BP-1892,Bug,0,U020
BP-1893,Bug,0,U018
BP-1894,Story,5,U020
BP-1895,Bug,0,U004
BP-1896,Bug,0,U014
BP-1897,Story,2,U004
BP-1898,Story,5,U013
BP-1899,Story,2,U021
BP-1900,Story,5,U029
BP-1901,Story,1,U019
BP-1902,Story,8,U005
BP-1903,Story,8,U013
BP-1904,Story,1,U010
BP-1905,Tech Debt,3,U029
BP-1906,Story,3,U017
BP-1907,Tech Debt,1,U003
BP-1908,Story,3,U029
BP-1909,Bug,0,U012
BP-1910,Story,3,U017
BP-1911,Tech Debt,2,U004
BP-1912,Story,8,U009
BP-1913,Story,1,U014
BP-1914,Story,8,U001
BP-1915,Tech Debt,3,U018
BP-1916,Tech Debt,8,U026
BP-1917,Story,1,U020
BP-1918,Story,5,U003
BP-1919,Story,1,U020
BP-1920,Bug,0,U005
BP-1921,Story,8,U014
BP-1922,Story,2,U030
BP-1923,Story,5,U003
BP-1924,Bug,0,U021
BP-1925,Story,1,U002
BP-1926,Story,3,U011
BP-1927,Story,3,U029
BP-1928,Story,1,U019
BP-1929,Bug,0,U013
BP-1930,Story,3,U013
BP-1931,Story,1,U006
BP-1932,Story,8,U030
BP-1933,Story,1,U029
BP-1934,Story,8,U010
BP-1935,Story,2,U003
BP-1936,Story,2,U030
BP-1937,Story,2,U005
BP-1938,Bug,0,U030
BP-1939,Tech Debt,8,U025
BP-1940,Story,1,U011
BP-1941,Bug,0,U011
BP-1942,Story,3,U010
BP-1943,Story,1,U021
BP-1944,Bug,0,U020
BP-1945,Bug,0,U011
BP-1946,Story,2,U021
BP-1947,Story,1,U014
BP-1948,Tech Debt,5,U029
BP-1949,Bug,0,U029
BP-1950,Story,8,U030
BP-1951,Story,1,U010
BP-1952,Bug,0,U010
BP-1953,Story,5,U013
BP-1954,Story,5,U029
BP-1955,Story,5,U005
BP-1956,Story,8,U013
BP-1957,Story,1,U026
BP-1958,Bug,0,U021
BP-1959,Bug,0,U014
BP-1960,Story,5,U020
BP-1961,Tech Debt,2,U014
BP-1962,Bug,0,U010
BP-1963,Bug,0,U029
BP-1964,Story,8,U030
BP-1965,Tech Debt,5,U029
BP-1966,Story,1,U019
BP-1967,Story,5,U018
BP-1968,Story,3,U014
BP-1969,Story,5,U027
BP-1970,Story,8,U017
BP-1971,Story,5,U018
BP-1972,Story,3,U028
BP-1973,Story,3,U003
BP-1974,Story,5,U002
BP-1975,Story,3,U021
BP-1976,Story,8,U022
BP-1977,Tech Debt,8,U003
BP-1978,Story,3,U019
BP-1979,Bug,0,U006
BP-1980,Story,2,U002
BP-1981,Story,2,U006
BP-1982,Bug,0,U010
BP-1983,Tech Debt,3,U004
BP-1984,Story,3,U011
BP-1985,Story,2,U012
BP-1986,Story,5,U003
BP-1987,Story,5,U001
BP-1988,Story,2,U027
BP-1989,Bug,0,U011
BP-1990,Story,3,U005
BP-1991,Story,5,U025
BP-1992,Story,3,U009
BP-1993,Bug,0,U027
BP-1994,Story,2,U022
BP-1995,Bug,0,U011
BP-1996,Story,5,U021
BP-1997,Story,8,U030
BP-1998,Story,1,U028
BP-1999,Story,3,U013
BP-2000,Story,2,U012
BP-2001,Bug,0,U029
BP-2002,Story,2,U009
BP-2003,Story,8,U025
BP-2004,Story,8,U013
BP-2005,Story,5,U029
BP-2006,Story,2,U022
BP-2007,Bug,0,U020
BP-2008,Story,1,U004
BP-2009,Story,5,U029
BP-2010,Tech Debt,5,U013
BP-2011,Story,2,U018
BP-2012,Bug,0,U021
BP-2013,Tech Debt,1,U029
BP-2014,Story,1,U012
BP-2015,Story,5,U025
BP-2016,Story,3,U013
BP-2017,Story,2,U003
BP-2018,Tech Debt,5,U030
BP-2019,Story,5,U010
BP-2020,Bug,0,U018
BP-2021,Tech Debt,1,U005
BP-2022,Bug,0,U026
BP-2023,Bug,0,U027
BP-2024,Story,2,U004
BP-2025,Bug,0,U030
BP-2026,Bug,0,U026
BP-2027,Story,1,U009
BP-2028,Story,3,U019
BP-2029,Story,2,U027
BP-2030,Story,5,U028
BP-2031,Story,1,U001
BP-2032,Story,3,U002
BP-2033,Bug,0,U006
BP-2034,Bug,0,U017
BP-2035,Bug,0,U001
BP-2036,Story,5,U002
BP-2037,Story,1,U027
BP-2038,Story,8,U013
BP-2039,Story,3,U020
BP-2040,Story,1,U017
BP-2041,Story,5,U005
BP-2042,Story,5,U029
BP-2043,Tech Debt,1,U029
BP-2044,Bug,0,U006
BP-2045,Story,8,U022
BP-2046,Story,3,U011
BP-2047,Bug,0,U012
BP-2048,Story,8,U006
BP-2049,Story,1,U002
BP-2050,Story,8,U029
BP-2051,Bug,0,U020
BP-2052,Story,8,U010
BP-2053,Story,5,U009
BP-2054,Story,1,U006
BP-2055,Tech Debt,5,U006
BP-2056,Story,5,U025
BP-2057,Story,8,U012
BP-2058,Story,3,U017
BP-2059,Story,5,U025
BP-2060,Story,1,U026
BP-2061,Story,8,U006
BP-2062,Story,1,U020
BP-2063,Story,8,U017
BP-2064,Bug,0,U012
BP-2065,Tech Debt,3,U010
BP-2066,Tech Debt,5,U012
BP-2067,Story,1,U021
BP-2068,Story,1,U002
BP-2069,Story,5,U017
BP-2070,Bug,0,U011
BP-2071,Story,5,U018
BP-2072,Story,3,U017
BP-2073,Story,2,U020
BP-2074,Story,3,U029
BP-2075,Story,8,U001
BP-2076,Story,3,U029
BP-2077,Story,3,U003
BP-2078,Story,5,U018
BP-2079,Tech Debt,1,U027
BP-2080,Bug,0,U003
BP-2081,Story,1,U009
BP-2082,Bug,0,U025
BP-2083,Story,2,U030
BP-2084,Tech Debt,3,U029
BP-2085,Story,2,U022
BP-2086,Bug,0,U012
BP-2087,Bug,0,U014
BP-2088,Bug,0,U009
BP-2089,Story,5,U019
BP-2090,Story,8,U003
BP-2091,Tech Debt,2,U029
BP-2092,Story,2,U011
BP-2093,Story,5,U021
BP-2094,Tech Debt,8,U012
BP-2095,Story,2,U019
BP-2096,Story,3,U009
BP-2097,Story,3,U025
BP-2098,Bug,0,U021
BP-2099,Tech Debt,1,U022
BP-2100,Story,3,U003
BP-2101,Story,5,U017
BP-2102,Tech Debt,8,U013
BP-2103,Bug,0,U013
BP-2104,Story,3,U003
BP-2105,Story,3,U012
BP-2106,Bug,0,U028
BP-2107,Tech Debt,2,U020
BP-2108,Bug,0,U003
BP-2109,Story,2,U002
BP-2110,Tech Debt,2,U004
BP-2111,Story,5,U029
BP-2112,Story,8,U013
BP-2113,Story,3,U029
BP-2114,Story,1,U022
BP-2115,Tech Debt,8,U011
BP-2116,Story,5,U018
BP-2117,Story,8,U014
BP-2118,Story,5,U029
BP-2119,Story,5,U005
BP-2120,Tech Debt,5,U021
BP-2121,Tech Debt,2,U026
BP-2122,Story,2,U010
BP-2123,Story,2,U013
BP-2124,Tech Debt,3,U012
BP-2125,Story,8,U022
BP-2126,Story,8,U011
BP-2127,Story,2,U029
BP-2128,Tech Debt,5,U001
BP-2129,Story,8,U005
BP-2130,Story,5,U006
BP-2131,Story,2,U011
BP-2132,Story,5,U026
BP-2133,Story,8,U014
BP-2134,Story,3,U010
BP-2135,Bug,0,U009
BP-2136,Bug,0,U018
BP-2137,Bug,0,U019
BP-2138,Story,2,U027
BP-2139,Story,1,U012
BP-2140,Bug,0,U002
BP-2141,Tech Debt,8,U019
BP-2142,Story,1,U003
BP-2143,Bug,0,U005
BP-2144,Story,5,U001
BP-2145,Tech Debt,5,U009
BP-2146,Bug,0,U020
BP-2147,Story,8,U013
BP-2148,Story,1,U001
BP-2149,Story,5,U004
BP-2150,Story,8,U005
BP-2151,Story,3,U018
BP-2152,Story,3,U028
BP-2153,Story,5,U026
BP-2154,Bug,0,U029
BP-2155,Story,1,U005
BP-2156,Story,1,U006
BP-2157,Tech Debt,8,U029
BP-2158,Story,2,U021
BP-2159,Tech Debt,5,U006
BP-2160,Story,1,U028
BP-2161,Bug,0,U013
BP-2162,Story,1,U030
BP-2163,Tech Debt,8,U026
BP-2164,Tech Debt,8,U014
BP-2165,Story,3,U026
BP-2166,Story,5,U009
BP-2167,Bug,0,U010
BP-2168,Story,3,U021
BP-2169,Story,8,U012
BP-2170,Story,8,U004
BP-2171,Story,3,U004
BP-2172,Bug,0,U001
BP-2173,Story,3,U030
BP-2174,Story,1,U010
BP-2175,Bug,0,U003
BP-2176,Story,8,U001
BP-2177,Tech Debt,1,U009
BP-2178,Story,3,U029
BP-2179,Bug,0,U020
BP-2180,Story,3,U027
BP-2181,Bug,0,U022
BP-2182,Story,8,U005
BP-2183,Story,3,U005
BP-2184,Story,8,U002
BP-2185,Story,2,U026
BP-2186,Bug,0,U002
BP-2187,Bug,0,U002
BP-2188,Story,1,U004
BP-2189,Story,8,U027
BP-2190,Story,5,U002
BP-2191,Story,8,U020
BP-2192,Bug,0,U009
BP-2193,Tech Debt,1,U029
BP-2194,Bug,0,U010
BP-2195,Story,1,U014
BP-2196,Story,1,U003
BP-2197,Story,8,U028
BP-2198,Tech Debt,3,U010
BP-2199,Tech Debt,2,U012
BP-2200,Bug,0,U010
BP-2201,Story,3,U013
BP-2202,Tech Debt,1,U019
BP-2203,Story,2,U017
BP-2204,Story,5,U014
BP-2205,Story,2,U017
BP-2206,Story,8,U002
BP-2207,Story,5,U009
BP-2208,Tech Debt,2,U005
BP-2209,Story,1,U026
BP-2210,Story,5,U017
BP-2211,Bug,0,U006
BP-2212,Story,2,U029
BP-2213,Story,1,U002
BP-2214,Story,8,U028
BP-2215,Tech Debt,8,U004
BP-2216,Story,8,U011
BP-2217,Story,3,U017
BP-2218,Tech Debt,3,U025
BP-2219,Bug,0,U018
BP-2220,Story,8,U002
BP-2221,Story,1,U002
BP-2222,Bug,0,U027
BP-2223,Story,3,U010
BP-2224,Story,5,U001
BP-2225,Tech Debt,3,U002
BP-2226,Story,5,U001
BP-2227,Bug,0,U018
BP-2228,Story,1,U030
BP-2229,Tech Debt,3,U025
BP-2230,Tech Debt,3,U011
BP-2231,Bug,0,U025
BP-2232,Story,5,U028
BP-2233,Bug,0,U012
BP-2234,Story,1,U010
BP-2235,Bug,0,U010
BP-2236,Tech Debt,5,U003
BP-2237,Story,3,U019
BP-2238,Story,5,U028
BP-2239,Bug,0,U017
BP-2240,Story,8,U006
BP-2241,Bug,0,U003
BP-2242,Tech Debt,5,U003
BP-2243,Tech Debt,3,U011
BP-2244,Story,8,U012
BP-2245,Tech Debt,1,U010
BP-2246,Story,3,U012
BP-2247,Story,8,U021
BP-2248,Bug,0,U005
BP-2249,Bug,0,U017
BP-2250,Story,3,U004
BP-2251,Story,5,U009
BP-2252,Bug,0,U030
BP-2253,Story,1,U018
BP-2254,Story,8,U020
BP-2255,Story,1,U018
BP-2256,Tech Debt,2,U027
BP-2257,Story,5,U001
BP-2258,Bug,0,U028
BP-2259,Story,8,U002
BP-2260,Tech Debt,8,U001
BP-2261,Story,5,U022
BP-2262,Bug,0,U010
BP-2263,Bug,0,U003
BP-2264,Story,5,U009
BP-2265,Story,2,U021
BP-2266,Story,5,U013
BP-2267,Story,2,U025
BP-2268,Story,5,U014
BP-2269,Bug,0,U012
BP-2270,Story,1,U020
BP-2271,Story,3,U019
BP-2272,Story,8,U014
BP-2273,Story,2,U017
BP-2274,Story,1,U009
BP-2275,Tech Debt,1,U003
BP-2276,Story,5,U006
BP-2277,Bug,0,U013
BP-2278,Bug,0,U019
BP-2279,Story,2,U017
BP-2280,Story,3,U003
BP-2281,Story,5,U013
BP-2282,Story,5,U009
BP-2283,Tech Debt,1,U025
BP-2284,Story,2,U018
BP-2285,Tech Debt,2,U022
BP-2286,Story,5,U009
BP-2287,Story,2,U010
BP-2288,Bug,0,U025
BP-2289,Tech Debt,8,U028
BP-2290,Story,3,U010
BP-2291,Story,1,U028
BP-2292,Story,3,U019
BP-2293,Story,3,U022
BP-2294,Story,8,U009
BP-2295,Story,8,U003
BP-2296,Story,1,U022
BP-2297,Story,8,U029
BP-2298,Tech Debt,3,U026
BP-2299,Tech Debt,1,U005
BP-2300,Tech Debt,8,U002
BP-2301,Story,1,U006
BP-2302,Story,5,U012
BP-2303,Tech Debt,2,U013
BP-2304,Bug,0,U019
BP-2305,Story,3,U027
BP-2306,Bug,0,U017
BP-2307,Bug,0,U029
BP-2308,Story,8,U014
BP-2309,Story,2,U006
BP-2310,Story,2,U005
BP-2311,Story,3,U002
BP-2312,Story,5,U006
BP-2313,Story,5,U018
BP-2314,Story,1,U017
BP-2315,Tech Debt,2,U027
BP-2316,Story,3,U006
BP-2317,Bug,0,U029
BP-2318,Bug,0,U017
BP-2319,Bug,0,U018
BP-2320,Bug,0,U004
BP-2321,Bug,0,U014
BP-2322,Story,8,U001
BP-2323,Bug,0,U014
BP-2324,Story,5,U002
BP-2325,Bug,0,U019
BP-2326,Story,2,U012
BP-2327,Story,3,U002
BP-2328,Tech Debt,2,U021
BP-2329,Tech Debt,2,U013
BP-2330,Bug,0,U026
BP-2331,Story,5,U012
BP-2332,Tech Debt,3,U026
BP-2333,Story,2,U021
BP-2334,Bug,0,U010
BP-2335,Story,5,U021
BP-2336,Story,3,U022
BP-2337,Story,3,U009
BP-2338,Bug,0,U011
BP-2339,Story,8,U018
BP-2340,Story,8,U004
BP-2341,Bug,0,U018
BP-2342,Story,1,U013
BP-2343,Bug,0,U026
BP-2344,Story,2,U013
BP-2345,Tech Debt,5,U018
BP-2346,Bug,0,U014
BP-2347,Story,1,U025
BP-2348,Tech Debt,3,U013
BP-2349,Bug,0,U003
BP-2350,Bug,0,U001
BP-2351,Story,1,U001
BP-2352,Story,3,U013
BP-2353,Bug,0,U002
BP-2354,Story,2,U012
BP-2355,Story,2,U010
BP-2356,Bug,0,U001
BP-2357,Story,1,U010
BP-2358,Story,2,U025
BP-2359,Story,1,U009
BP-2360,Story,5,U020
BP-2361,Tech Debt,2,U019
BP-2362,Story,8,U021
BP-2363,Tech Debt,2,U012
BP-2364,Bug,0,U017
BP-2365,Story,8,U003
BP-2366,Story,3,U017
BP-2367,Story,2,U012
BP-2368,Bug,0,U011
BP-2369,Story,1,U021
BP-2370,Story,8,U003
BP-2371,Bug,0,U022
BP-2372,Bug,0,U021
BP-2373,Bug,0,U020
BP-2374,Bug,0,U026
BP-2375,Story,2,U004
BP-2376,Story,8,U022
BP-2377,Story,2,U026
BP-2378,Story,8,U001
BP-2379,Bug,0,U020
BP-2380,Story,3,U009
BP-2381,Story,8,U019
BP-2382,Story,8,U022
BP-2383,Story,5,U014
BP-2384,Story,1,U014
BP-2385,Story,1,U005
BP-2386,Bug,0,U001
BP-2387,Bug,0,U010
BP-2388,Story,1,U001
BP-2389,Bug,0,U030
BP-2390,Story,3,U013
BP-2391,Story,3,U020
BP-2392,Tech Debt,2,U011
BP-2393,Tech Debt,2,U002
BP-2394,Bug,0,U010
BP-2395,Story,8,U014
BP-2396,Story,1,U020
BP-2397,Bug,0,U017
BP-2398,Tech Debt,3,U014
BP-2399,Tech Debt,1,U001
BP-2400,Story,2,U004
BP-2401,Story,1,U025
BP-2402,Tech Debt,2,U004
BP-2403,Story,1,U010
BP-2404,Bug,0,U009
BP-2405,Story,5,U030
BP-2406,Story,8,U029
BP-2407,Story,3,U022
BP-2408,Story,8,U028
BP-2409,Bug,0,U030
BP-2410,Bug,0,U020
BP-2411,Story,1,U011
BP-2412,Story,1,U027
BP-2413,Story,1,U029
BP-2414,Bug,0,U006
BP-2415,Story,2,U026
BP-2416,Tech Debt,2,U014
BP-2417,Story,5,U021
BP-2418,Story,2,U014
BP-2419,Story,1,U005
BP-2420,Story,3,U010
BP-2421,Bug,0,U022
BP-2422,Tech Debt,5,U022
BP-2423,Story,2,U017
BP-2424,Story,1,U001
BP-2425,Tech Debt,5,U001
BP-2426,Tech Debt,2,U012
BP-2427,Story,3,U004
BP-2428,Story,2,U025
BP-2429,Story,2,U029
BP-2430,Story,2,U025
BP-2431,Story,8,U019
BP-2432,Story,2,U025
BP-2433,Story,2,U013
BP-2434,Story,8,U026
BP-2435,Bug,0,U001
BP-2436,Story,5,U003
BP-2437,Tech Debt,5,U001
BP-2438,Story,5,U018
BP-2439,Story,3,U022
BP-2440,Tech Debt,5,U003
BP-2441,Tech Debt,3,U029
BP-2442,Bug,0,U012
BP-2443,Bug,0,U030
BP-2444,Story,2,U021
BP-2445,Story,3,U020
BP-2446,Story,2,U006
BP-2447,Story,1,U019
BP-2448,Tech Debt,3,U027
BP-2449,Bug,0,U009
BP-2450,Story,1,U001
BP-2451,Story,8,U004
BP-2452,Bug,0,U003
BP-2453,Story,8,U011
BP-2454,Bug,0,U020
BP-2455,Story,5,U012
BP-2456,Story,2,U017
BP-2457,Story,8,U014
BP-2458,Story,2,U012
BP-2459,Story,1,U011
BP-2460,Story,2,U030
BP-2461,Bug,0,U019
BP-2462,Bug,0,U017
BP-2463,Story,2,U001
BP-2464,Bug,0,U001
BP-2465,Story,5,U025
BP-2466,Story,8,U005
BP-2467,Story,3,U030
BP-2468,Bug,0,U002
BP-2469,Story,5,U004
BP-2470,Story,8,U028
BP-2471,Tech Debt,8,U020
BP-2472,Story,3,U002
BP-2473,Bug,0,U009
BP-2474,Story,1,U010
BP-2475,Bug,0,U003
BP-2476,Bug,0,U010
BP-2477,Bug,0,U030
BP-2478,Tech Debt,3,U018
BP-2479,Story,1,U028
BP-2480,Story,3,U005
BP-2481,Story,5,U011
BP-2482,Bug,0,U004
BP-2483,Tech Debt,5,U025
BP-2484,Story,5,U011
BP-2485,Story,5,U010
BP-2486,Story,1,U030
BP-2487,Story,1,U012
BP-2488,Bug,0,U020
BP-2489,Bug,0,U026
BP-2490,Story,8,U020
BP-2491,Story,2,U017
BP-2492,Bug,0,U014
BP-2493,Story,5,U022
BP-2494,Story,5,U004
BP-2495,Story,5,U013
BP-2496,Story,2,U011
BP-2497,Tech Debt,2,U014
BP-2498,Story,3,U009
BP-2499,Story,8,U011
BP-2500,Bug,0,U028
BP-2501,Tech Debt,1,U014
BP-2502,Story,3,U001
BP-2503,Story,5,U004
BP-2504,Story,5,U002
BP-2505,Story,3,U018
BP-2506,Story,2,U010
BP-2507,Bug,0,U009
BP-2508,Bug,0,U014
BP-2509,Story,1,U025
BP-2510,Tech Debt,1,U006
BP-2511,Bug,0,U004
BP-2512,Bug,0,U017
BP-2513,Bug,0,U012
BP-2514,Story,8,U005
BP-2515,Story,3,U029
BP-2516,Story,8,U002
BP-2517,Story,2,U011
BP-2518,Story,5,U022
BP-2519,Bug,0,U004
BP-2520,Story,1,U027
BP-2521,Story,1,U014
BP-2522,Story,2,U005
BP-2523,Tech Debt,8,U011
BP-2524,Story,8,U021
BP-2525,Story,1,U011
BP-2526,Tech Debt,5,U019
BP-2527,Bug,0,U022
BP-2528,Story,3,U004
BP-2529,Tech Debt,5,U017
BP-2530,Story,2,U027
BP-2531,Story,5,U019
BP-2532,Bug,0,U004
BP-2533,Bug,0,U021
BP-2534,Bug,0,U009
BP-2535,Story,2,U027
BP-2536,Story,2,U030
BP-2537,Tech Debt,8,U029
BP-2538,Tech Debt,5,U028
BP-2539,Story,8,U011
BP-2540,Tech Debt,2,U022
BP-2541,Story,3,U019
BP-2542,Story,3,U004
BP-2543,Tech Debt,2,U026
BP-2544,Story,5,U030
BP-2545,Bug,0,U006
BP-2546,Story,1,U019
BP-2547,Story,3,U005
BP-2548,Story,2,U004
BP-2549,Story,5,U026
BP-2550,Bug,0,U001
BP-2551,Story,2,U011
BP-2552,Story,1,U014
BP-2553,Story,2,U001
BP-2554,Tech Debt,3,U001
BP-2555,Story,1,U017
BP-2556,Story,5,U018
BP-2557,Story,5,U014
BP-2558,Story,1,U017
BP-2559,Story,8,U017
BP-2560,Story,2,U017
BP-2561,Story,1,U028
BP-2562,Story,1,U027
BP-2563,Bug,0,U013
BP-2564,Story,8,U013
BP-2565,Bug,0,U030
BP-2566,Story,3,U025
BP-2567,Bug,0,U030
BP-2568,Story,3,U029
BP-2569,Bug,0,U029
BP-2570,Story,5,U030
BP-2571,Tech Debt,8,U019
BP-2572,Bug,0,U001
BP-2573,Story,1,U021
BP-2574,Bug,0,U009
BP-2575,Story,5,U019
BP-2576,Story,1,U028
BP-2577,Story,8,U017
BP-2578,Story,3,U027
BP-2579,Story,2,U006
BP-2580,Story,2,U030
BP-2581,Story,8,U017
BP-2582,Bug,0,U017
BP-2583,Story,1,U014
BP-2584,Bug,0,U019
BP-2585,Story,1,U018
BP-2586,Bug,0,U030
BP-2587,Story,2,U020
BP-2588,Story,1,U022
BP-2589,Story,5,U030
BP-2590,Story,1,U030
BP-2591,Story,5,U025
BP-2592,Bug,0,U010
BP-2593,Tech Debt,5,U005
BP-2594,Story,8,U012
BP-2595,Story,1,U029
BP-2596,Bug,0,U012
BP-2597,Bug,0,U004
BP-2598,Story,2,U012
BP-2599,Story,1,U019
BP-2600,Bug,0,U005
BP-2601,Bug,0,U029
BP-2602,Tech Debt,2,U011
BP-2603,Bug,0,U027
BP-2604,Story,2,U002
BP-2605,Story,1,U012
BP-2606,Story,8,U009
BP-2607,Story,8,U018
BP-2608,Bug,0,U009
BP-2609,Bug,0,U005
BP-2610,Tech Debt,8,U018
BP-2611,Story,3,U006
BP-2612,Story,1,U011
BP-2613,Story,1,U020
BP-2614,Story,3,U010
BP-2615,Bug,0,U002
BP-2616,Bug,0,U010
BP-2617,Tech Debt,2,U026
BP-2618,Bug,0,U003
BP-2619,Bug,0,U019
BP-2620,Bug,0,U003
BP-2621,Bug,0,U027
BP-2622,Bug,0,U017
BP-2623,Story,2,U006
BP-2624,Story,2,U003
BP-2625,Tech Debt,1,U021
BP-2626,Tech Debt,3,U006
BP-2627,Story,8,U001
BP-2628,Tech Debt,5,U011
BP-2629,Story,2,U030
BP-2630,Bug,0,U022
BP-2631,Bug,0,U010
BP-2632,Story,3,U029
BP-2633,Story,5,U004
BP-2634,Story,2,U013
BP-2635,Story,8,U026
BP-2636,Bug,0,U012
BP-2637,Story,8,U022
BP-2638,Story,3,U001
BP-2639,Story,1,U020
BP-2640,Story,2,U005
BP-2641,Story,5,U029
BP-2642,Story,1,U009
BP-2643,Story,8,U025
BP-2644,Tech Debt,5,U010
BP-2645,Bug,0,U026
BP-2646,Bug,0,U019
BP-2647,Story,5,U027
BP-2648,Story,5,U011
BP-2649,Tech Debt,5,U018
BP-2650,Bug,0,U022
BP-2651,Story,8,U028
BP-2652,Story,2,U005
BP-2653,Story,2,U013
BP-2654,Bug,0,U019
BP-2655,Bug,0,U006
BP-2656,Story,8,U021
BP-2657,Bug,0,U001
BP-2658,Story,3,U013
BP-2659,Story,2,U022
BP-2660,Bug,0,U025
BP-2661,Tech Debt,2,U010
BP-2662,Story,5,U025
BP-2663,Bug,0,U003
BP-2664,Bug,0,U001
BP-2665,Bug,0,U002
BP-2666,Tech Debt,3,U003
BP-2667,Bug,0,U022
BP-2668,Story,2,U014
BP-2669,Tech Debt,2,U025
BP-2670,Story,1,U012
BP-2671,Bug,0,U004
BP-2672,Bug,0,U019
BP-2673,Story,1,U019
BP-2674,Story,1,U001
BP-2675,Story,2,U028
BP-2676,Story,1,U018
BP-2677,Story,3,U006
BP-2678,Bug,0,U030
BP-2679,Story,5,U018
BP-2680,Story,5,U022
BP-2681,Story,8,U017
BP-2682,Story,5,U018
BP-2683,Bug,0,U025
BP-2684,Tech Debt,2,U022
BP-2685,Story,8,U003
BP-2686,Tech Debt,3,U030
BP-2687,Story,3,U030
BP-2688,Story,8,U026
BP-2689,Bug,0,U030
BP-2690,Story,1,U009
BP-2691,Story,2,U013
BP-2692,Tech Debt,8,U026
BP-2693,Bug,0,U014
BP-2694,Bug,0,U003
BP-2695,Bug,0,U020
BP-2696,Story,8,U022
BP-2697,Story,5,U027
BP-2698,Bug,0,U009
BP-2699,Tech Debt,3,U002
BP-2700,Story,1,U012
BP-2701,Bug,0,U004
BP-2702,Story,8,U017
BP-2703,Story,5,U029
BP-2704,Bug,0,U004
BP-2705,Story,2,U021
BP-2706,Story,3,U010
BP-2707,Bug,0,U022
BP-2708,Story,3,U009
BP-2709,Tech Debt,1,U017
BP-2710,Tech Debt,2,U022
BP-2711,Tech Debt,3,U030
BP-2712,Tech Debt,3,U014
BP-2713,Story,8,U009
BP-2714,Story,8,U018
BP-2715,Bug,0,U013
BP-2716,Story,3,U030
BP-2717,Story,8,U003
BP-2718,Tech Debt,2,U013
BP-2719,Tech Debt,1,U022
BP-2720,Story,1,U030
BP-2721,Bug,0,U029
BP-2722,Story,3,U029
BP-2723,Story,8,U010
BP-2724,Bug,0,U010
BP-2725,Story,5,U019
BP-2726,Story,1,U002
BP-2727,Tech Debt,5,U001
BP-2728,Story,5,U030
BP-2729,Bug,0,U011
BP-2730,Story,2,U009
BP-2731,Bug,0,U010
BP-2732,Bug,0,U003
BP-2733,Story,2,U002
BP-2734,Story,8,U017
BP-2735,Tech Debt,3,U022
BP-2736,Bug,0,U009
BP-2737,Bug,0,U027
BP-2738,Story,8,U004
BP-2739,Tech Debt,2,U010
BP-2740,Bug,0,U011
BP-2741,Bug,0,U010
BP-2742,Bug,0,U028
BP-2743,Story,1,U005
BP-2744,Story,5,U013
BP-2745,Story,3,U018
BP-2746,Story,2,U006
BP-2747,Story,1,U026
BP-2748,Tech Debt,1,U003
BP-2749,Story,1,U028
BP-2750,Story,8,U018
BP-2751,Bug,0,U018
BP-2752,Story,1,U022
BP-2753,Tech Debt,5,U025
BP-2754,Story,8,U005
BP-2755,Story,8,U028
BP-2756,Story,8,U003
BP-2757,Story,5,U029
BP-2758,Story,8,U021
BP-2759,Story,2,U027
BP-2760,Bug,0,U010
BP-2761,Story,1,U002
BP-2762,Story,5,U003
BP-2763,Bug,0,U027
BP-2764,Story,5,U029
BP-2765,Story,1,U026
BP-2766,Story,1,U011
BP-2767,Bug,0,U026
BP-2768,Bug,0,U003
BP-2769,Story,5,U026
BP-2770,Story,3,U009
BP-2771,Tech Debt,1,U011
BP-2772,Story,5,U011
BP-2773,Bug,0,U021
BP-2774,Tech Debt,1,U021
BP-2775,Tech Debt,2,U019
BP-2776,Tech Debt,1,U010
BP-2777,Tech Debt,8,U018
BP-2778,Bug,0,U029
BP-2779,Story,8,U003
BP-2780,Tech Debt,5,U027
BP-2781,Bug,0,U006
BP-2782,Tech Debt,1,U030
BP-2783,Tech Debt,5,U018
BP-2784,Story,3,U005
BP-2785,Tech Debt,1,U003
BP-2786,Bug,0,U006
BP-2787,Story,3,U004
BP-2788,Bug,0,U019
BP-2789,Story,1,U018
BP-2790,Bug,0,U002
BP-2791,Tech Debt,8,U019
BP-2792,Story,8,U027
BP-2793,Story,5,U004
BP-2794,Story,5,U026
BP-2795,Bug,0,U028
BP-2796,Bug,0,U002
BP-2797,Story,1,U009
BP-2798,Bug,0,U021
BP-2799,Bug,0,U001
BP-2800,Story,3,U018
BP-2801,Story,5,U019
BP-2802,Bug,0,U009
BP-2803,Tech Debt,5,U021
BP-2804,Story,1,U013
BP-2805,Bug,0,U025
BP-2806,Story,2,U002
BP-2807,Story,2,U002
BP-2808,Story,2,U014
BP-2809,Bug,0,U002
BP-2810,Bug,0,U014
BP-2811,Story,3,U004
BP-2812,Bug,0,U004
BP-2813,Bug,0,U020
BP-2814,Bug,0,U014
BP-2815,Story,3,U020
BP-2816,Story,8,U014
BP-2817,Bug,0,U017
BP-2818,Story,2,U012
BP-2819,Story,5,U011
